Genome,Country,Date,adc,hdc,agmatinase,odc,tdc
SAMN14239242,Canada,2016,0,0,0,1,0
SAMN14239245,Canada,2016,0,0,0,1,0
SAMN14884374,China,2016,0,0,0,0,1
SAMN14884375,China,2016,0,0,0,0,1
SAMN14884376,China,2016,0,0,0,0,1
SAMN14884377,China,2016,0,0,0,0,1
SAMN14884379,China,2016,0,0,0,0,1
SAMN14884380,China,2016,0,0,0,0,0
SAMN14884381,China,2016,0,0,0,0,1
SAMN15894714,Mexico,2016,0,0,0,0,0
SAMN15894715,Mexico,2016,0,0,0,0,0
SAMN15894716,Mexico,2016,0,0,0,0,0
SAMN15894717,Mexico,2016,0,0,0,0,0
SAMN15894723,Mexico,2016,0,0,0,0,0
SAMN15894724,Mexico,2016,0,0,0,0,0
SAMN16327723,USA,2016,0,0,0,0,1
SAMN16327730,USA,2016,0,0,0,0,1
SAMN16327741,USA,2016,0,0,0,0,1
SAMN16327755,USA,2016,0,0,0,0,1
SAMN16327791,USA,2016,0,0,0,0,1
SAMN17313476,Iran,2016,0,0,0,0,0
SAMN17313503,Iran,2016,0,0,0,0,0
SAMN17313505,Iran,2016,0,0,0,0,0
SAMN17976236,Taiwan,2016,0,0,0,0,0
SAMN17976237,Taiwan,2016,0,0,0,0,0
SAMN17976238,Taiwan,2016,0,0,0,0,0
SAMN17976243,Taiwan,2016,0,0,0,0,0
SAMN18060126,USA,2016,1,0,1,0,0
SAMN18060127,USA,2016,1,0,1,0,0
SAMN18452343,South Korea,2016,0,0,0,0,0
SAMN21246344,South Korea,2016,0,0,0,0,0
SAMN22933949,Brazil,2016,0,0,0,0,0
SAMN23071833,USA,2016,0,0,0,0,1
SAMN23714032,Russia,2016,0,0,0,0,0
SAMN29682013,Norway,2016,0,0,0,0,1
SAMN35689357,South Korea,2016,0,0,0,0,0
SAMN35689378,South Korea,2016,0,0,0,0,0
SAMN35689387,South Korea,2016,0,0,0,0,0
SAMN37199124,Norway,2016,0,0,0,0,1
SAMN37199125,Norway,2016,0,0,0,0,1
SAMN37256206,South Korea,2016,0,0,0,0,0
SAMN37256207,South Korea,2016,0,0,0,0,0
SAMN38730987,USA,2016,0,0,0,0,1
SAMN41451970,Russia,2016,0,0,0,0,0
SAMEA114249611,Belgium,2017,0,0,0,0,0
SAMEA114249612,Belgium,2017,0,0,0,1,0
SAMN08801722,Turkey,2017,0,0,0,1,0
SAMN09270688,South Korea,2017,0,0,0,1,0
SAMN09836112,Norway,2017,0,0,0,0,1
SAMN10822528,United Kingdom,2017,0,0,0,0,0
SAMN10822530,United Kingdom,2017,0,0,0,0,0
SAMN10822531,United Kingdom,2017,0,0,0,0,0
SAMN10822532,United Kingdom,2017,0,0,0,0,0
SAMN10822534,United Kingdom,2017,0,0,0,0,0
SAMN10822535,United Kingdom,2017,0,0,0,0,0
SAMN11294217,USA,2017,0,0,0,0,0
SAMN11812292,Spain,2017,0,0,0,1,0
SAMN11812293,Spain,2017,0,0,0,1,0
SAMN11812294,Spain,2017,0,0,0,0,0
SAMN11812295,Spain,2017,0,0,0,0,0
SAMN11831039,Spain,2017,0,0,0,0,1
SAMN11831040,Spain,2017,0,0,0,1,0
SAMN11831042,Spain,2017,0,0,0,0,1
SAMN16675140,Switzerland,2017,0,0,0,0,0
SAMN16675141,Switzerland,2017,0,0,0,0,0
SAMN16675142,Switzerland,2017,0,0,0,0,0
SAMN16675143,Switzerland,2017,0,0,0,0,0
SAMN17146153,USA,2017,0,0,0,0,0
SAMN17169726,China,2017,0,0,0,0,1
SAMN18685692,USA,2017,0,0,0,0,1
SAMN18880481,USA,2017,0,0,0,0,0
SAMN22965540,China,2017,0,0,0,0,1
SAMN31699448,China,2017,0,0,0,1,0
SAMN33713714,Brazil,2017,0,0,0,0,0
SAMN33713717,Brazil,2017,0,0,0,0,0
SAMN33713718,Brazil,2017,0,0,0,0,0
SAMN33735643,Brazil,2017,0,0,0,0,1
SAMN33735644,Brazil,2017,0,0,0,0,1
SAMN33735645,Brazil,2017,0,0,0,0,1
SAMN38792775,Russia,2017,0,0,0,0,1
SAMN43257778,Switzerland,2017,0,0,0,0,0
SAMD00748008,USA,2018,0,0,0,0,1
SAMEA114249605,Belgium,2018,0,0,0,1,0
SAMEA114249606,Belgium,2018,0,0,0,1,0
SAMEA114249618,Belgium,2018,0,0,0,0,0
SAMEA4623334,United Kingdom,2018,0,0,0,1,0
SAMN10737529,South Korea,2018,0,0,0,0,0
SAMN10737688,South Korea,2018,0,0,0,0,0
SAMN10738354,South Korea,2018,0,0,0,0,0
SAMN10738670,South Korea,2018,0,0,0,0,0
SAMN10738671,South Korea,2018,0,0,0,0,0
SAMN10742269,South Korea,2018,0,0,0,0,0
SAMN10742272,South Korea,2018,0,0,0,1,0
SAMN10742279,South Korea,2018,0,0,0,0,0
SAMN10742283,South Korea,2018,0,0,0,0,0
SAMN10742635,South Korea,2018,0,0,0,0,0
SAMN10743275,South Korea,2018,0,0,0,0,0
SAMN10743307,South Korea,2018,0,0,0,0,0
SAMN10743316,South Korea,2018,0,0,0,0,0
SAMN10743318,South Korea,2018,0,0,0,0,0
SAMN10743321,South Korea,2018,0,0,0,0,0
SAMN10743347,South Korea,2018,0,0,0,0,0
SAMN10743381,South Korea,2018,0,0,0,0,1
SAMN10743382,South Korea,2018,0,0,0,0,0
SAMN10743383,South Korea,2018,0,0,0,1,0
SAMN10743463,South Korea,2018,0,0,0,0,0
SAMN10754018,South Korea,2018,0,0,0,0,0
SAMN10754056,South Korea,2018,0,0,0,0,0
SAMN10754287,South Korea,2018,0,0,0,0,0
SAMN10754492,South Korea,2018,0,0,0,0,0
SAMN10754493,South Korea,2018,0,0,0,0,0
SAMN10849468,South Korea,2018,0,0,0,0,0
SAMN10849469,South Korea,2018,0,0,0,1,0
SAMN10849470,South Korea,2018,0,0,0,0,0
SAMN10849471,South Korea,2018,0,0,0,0,0
SAMN11607714,Switzerland,2018,0,0,0,0,0
SAMN13018494,Colombia,2018,0,0,0,0,0
SAMN14345144,Spain,2018,0,0,0,0,1
SAMN14345145,Spain,2018,0,0,0,0,1
SAMN14345146,Spain,2018,0,0,0,0,1
SAMN16630902,China,2018,0,0,0,0,1
SAMN16630904,China,2018,0,0,0,0,1
SAMN16630910,China,2018,0,0,0,0,1
SAMN16630911,China,2018,0,0,0,0,1
SAMN16630912,China,2018,0,0,0,0,0
SAMN16825032,Italy,2018,0,0,0,0,1
SAMN16825033,Italy,2018,0,0,0,0,1
SAMN16825034,Italy,2018,0,0,0,0,1
SAMN16825035,Italy,2018,0,0,0,0,1
SAMN16825036,Italy,2018,0,0,0,0,1
SAMN18533867,India,2018,0,0,0,0,1
SAMN20676127,Denmark,2018,0,0,0,0,0
SAMN20824245,China,2018,0,0,0,0,1
SAMN20825296,China,2018,0,0,0,0,1
SAMN20834202,China,2018,0,0,0,0,1
SAMN21160432,Brazil,2018,0,0,0,0,0
SAMN22349649,South Korea,2018,0,0,0,0,1
SAMN22349650,South Korea,2018,0,0,0,0,1
SAMN22349651,South Korea,2018,0,0,0,0,1
SAMN26754680,China,2018,0,0,0,0,1
SAMN27763042,USA,2018,0,0,0,0,1
SAMN29224750,Ghana,2018,0,0,0,0,1
SAMN29224751,Ghana,2018,0,0,0,0,1
SAMN29224752,Ghana,2018,0,0,0,0,1
SAMN29224753,Ghana,2018,0,0,0,0,1
SAMN29224754,Ghana,2018,0,0,0,0,1
SAMN29224756,Ghana,2018,0,0,0,0,1
SAMN29224757,Ghana,2018,0,0,0,0,1
SAMN29224758,Ghana,2018,0,0,0,0,1
SAMN29224759,Ghana,2018,0,0,0,0,0
SAMN29224760,Ghana,2018,0,0,0,0,1
SAMN29224761,Ghana,2018,0,0,0,0,1
SAMN29224762,Ghana,2018,0,0,0,0,1
SAMN29224763,Ghana,2018,0,0,0,0,1
SAMN29224764,Ghana,2018,0,0,0,0,0
SAMN29224765,Ghana,2018,0,0,0,0,1
SAMN29224766,Ghana,2018,0,0,0,0,1
SAMN29224767,Ghana,2018,0,0,0,0,1
SAMN29224768,Ghana,2018,0,0,0,0,1
SAMN29224769,Ghana,2018,0,0,0,0,1
SAMN29224770,Ghana,2018,0,0,0,0,1
SAMN29224771,Ghana,2018,0,0,0,0,1
SAMN29224772,Ghana,2018,0,0,0,0,1
SAMN29224773,Ghana,2018,0,0,0,0,1
SAMN29224775,Ghana,2018,0,0,0,0,1
SAMN29224776,Ghana,2018,0,0,0,0,1
SAMN29224777,Ghana,2018,0,0,0,0,1
SAMN29224778,Ghana,2018,0,0,0,0,1
SAMN29224779,Ghana,2018,0,0,0,0,1
SAMN29224780,Ghana,2018,0,0,0,0,1
SAMN29224781,Ghana,2018,0,0,0,0,1
SAMN29224783,Ghana,2018,0,0,0,0,1
SAMN29224784,Ghana,2018,0,0,0,0,1
SAMN29224785,Ghana,2018,0,0,0,0,1
SAMN29224786,Ghana,2018,0,0,0,0,1
SAMN29224787,Ghana,2018,0,0,0,0,1
SAMN29224788,Ghana,2018,0,0,0,0,1
SAMN29224789,Ghana,2018,0,0,0,0,1
SAMN29224790,Ghana,2018,0,0,0,0,1
SAMN29224791,Ghana,2018,0,0,0,0,1
SAMN29224792,Ghana,2018,0,0,0,0,1
SAMN29224793,Ghana,2018,0,0,0,0,1
SAMN29224794,Ghana,2018,0,0,0,0,1
SAMN29224795,Ghana,2018,0,0,0,0,1
SAMN29224796,Ghana,2018,0,0,0,0,1
SAMN29224797,Ghana,2018,0,0,0,0,1
SAMN29224798,Ghana,2018,0,0,0,0,1
SAMN29224799,Ghana,2018,0,0,0,0,1
SAMN29224800,Ghana,2018,0,0,0,0,1
SAMN29224801,Ghana,2018,0,0,0,0,1
SAMN29224802,Ghana,2018,0,0,0,0,1
SAMN29224803,Ghana,2018,0,0,0,0,1
SAMN29938194,Spain,2018,0,0,0,0,0
SAMN29938195,Spain,2018,0,0,0,0,0
SAMN31135165,Czech Republic,2018,0,0,0,1,0
SAMN31135166,Czech Republic,2018,0,0,0,1,0
SAMN31135167,Czech Republic,2018,0,0,0,1,0
SAMN31972703,Brazil,2018,0,0,0,0,1
SAMN35847939,Czech Republic,2018,0,0,0,0,0
SAMN44779350,Bulgaria,2018,0,0,0,0,1
SAMD00599702,Japan,2019,0,0,0,0,0
SAMEA114249620,Belgium,2019,0,0,0,0,0
SAMN11650212,South Korea,2019,0,0,0,0,0
SAMN14219498,NA,2019,0,0,0,0,0
SAMN14219499,NA,2019,0,0,0,0,0
SAMN14219501,Malaysia,2019,0,0,0,0,0
SAMN14219502,Malaysia,2019,0,0,0,0,0
SAMN14219503,Malaysia,2019,0,0,0,0,0
SAMN14219504,Malaysia,2019,0,0,0,0,0
SAMN14219506,Malaysia,2019,0,0,0,0,0
SAMN14219507,Malaysia,2019,0,0,0,0,0
SAMN14219508,Malaysia,2019,0,0,0,0,0
SAMN14219509,China,2019,0,0,0,0,0
SAMN14219514,Italy,2019,0,0,0,0,0
SAMN14219515,Italy,2019,0,0,0,0,0
SAMN14219516,Italy,2019,0,0,0,0,0
SAMN14219517,Italy,2019,0,0,0,0,0
SAMN14219518,Italy,2019,0,0,0,0,0
SAMN14219519,Italy,2019,0,0,0,0,0
SAMN14219523,Poland,2019,0,0,0,0,0
SAMN14219526,China,2019,0,0,0,0,0
SAMN14219529,Sweden,2019,0,0,0,0,0
SAMN14219530,Sweden,2019,0,0,0,0,0
SAMN14219531,Sweden,2019,0,0,0,0,0
SAMN14219532,Sweden,2019,0,0,0,0,0
SAMN14219533,Sweden,2019,0,0,0,0,0
SAMN14219534,Sweden,2019,0,0,0,0,0
SAMN14219535,Sweden,2019,0,0,0,0,0
SAMN14219536,Sweden,2019,0,0,0,0,0
SAMN14219537,Belgium,2019,0,0,0,0,0
SAMN14219539,Sweden,2019,0,0,0,0,0
SAMN14219540,Sweden,2019,0,0,0,0,0
SAMN14219541,Sweden,2019,0,0,0,0,0
SAMN14219542,Sweden,2019,0,0,0,0,0
SAMN14219543,France,2019,0,0,0,0,0
SAMN14219544,Belgium,2019,0,0,0,0,0
SAMN16124424,Portugal,2019,0,0,0,0,1
SAMN16124425,Portugal,2019,0,0,0,0,1
SAMN16124427,Portugal,2019,0,0,0,0,1
SAMN16124429,Portugal,2019,0,0,0,0,1
SAMN16383063,Italy,2019,0,0,0,0,1
SAMN16383066,Italy,2019,0,0,0,0,1
SAMN16383067,Italy,2019,0,0,0,0,1
SAMN16383068,Italy,2019,0,0,0,0,1
SAMN16383069,Italy,2019,0,0,0,0,1
SAMN16383070,Italy,2019,0,0,0,0,1
SAMN16383071,Italy,2019,0,0,0,0,1
SAMN16383072,Italy,2019,0,0,0,0,1
SAMN16383073,Italy,2019,0,0,0,0,1
SAMN17146146,USA,2019,0,0,0,1,0
SAMN17146150,USA,2019,0,0,0,0,0
SAMN17146152,USA,2019,0,0,0,0,0
SAMN17146154,USA,2019,0,0,0,0,0
SAMN17169733,China,2019,0,0,0,0,1
SAMN18018055,China,2019,0,0,0,0,1
SAMN18018056,China,2019,0,0,0,0,1
SAMN18018057,China,2019,0,0,0,0,1
SAMN18018058,China,2019,0,0,0,0,1
SAMN18018059,China,2019,0,0,0,0,1
SAMN18018063,China,2019,0,0,0,0,1
SAMN18018065,China,2019,0,0,0,0,1
SAMN18018066,Australia,2019,0,0,0,0,1
SAMN18018075,China,2019,0,0,0,0,1
SAMN18018079,China,2019,0,0,0,0,1
SAMN18018080,China,2019,0,0,0,0,1
SAMN18018085,China,2019,0,0,0,0,0
SAMN18018086,China,2019,0,0,0,0,0
SAMN18018087,China,2019,0,0,0,0,0
SAMN18018088,China,2019,0,0,0,0,1
SAMN18018089,China,2019,0,0,0,0,1
SAMN18478700,Switzerland,2019,0,0,0,1,0
SAMN18478701,Switzerland,2019,0,0,0,1,0
SAMN18478702,Switzerland,2019,0,0,0,1,0
SAMN18490512,Switzerland,2019,0,0,0,1,0
SAMN18533757,India,2019,0,0,0,0,1
SAMN18533763,India,2019,0,0,0,0,1
SAMN18533778,India,2019,0,0,0,0,1
SAMN18533866,India,2019,0,0,0,0,1
SAMN18533868,India,2019,0,0,0,0,1
SAMN18740304,South Korea,2019,0,1,0,0,0
SAMN19988498,Taiwan,2019,0,0,0,0,0
SAMN19988593,Taiwan,2019,0,0,0,0,0
SAMN20607820,China,2019,0,0,0,0,1
SAMN21240835,Italy,2019,0,0,0,0,0
SAMN21354879,Italy,2019,0,0,0,0,0
SAMN21354880,Italy,2019,0,0,0,0,0
SAMN22929993,China,2019,0,0,0,0,1
SAMN26198730,USA,2019,0,0,0,0,1
SAMN26755097,China,2019,0,0,0,0,1
SAMN27308029,Italy,2019,0,0,0,0,0
SAMN27725314,USA,2019,0,0,0,0,1
SAMN27728132,USA,2019,0,0,0,0,1
SAMN29682014,Norway,2019,0,0,0,0,1
SAMN30157603,China,2019,0,0,0,0,0
SAMN30836479,USA,2019,0,0,0,0,0
SAMN30836879,USA,2019,0,0,0,1,0
SAMN30837123,USA,2019,0,0,0,1,0
SAMN30837125,USA,2019,0,0,0,0,0
SAMN30837134,USA,2019,0,0,0,0,0
SAMN30967739,China,2019,0,0,0,0,1
SAMN31060684,Brazil,2019,0,0,0,1,0
SAMN31135171,Czech Republic,2019,0,0,0,1,0
SAMN31135172,Czech Republic,2019,0,0,0,1,0
SAMN31135176,Czech Republic,2019,0,0,0,1,0
SAMN31135179,Czech Republic,2019,0,0,0,1,0
SAMN31135180,Czech Republic,2019,0,0,0,1,0
SAMN31135185,Czech Republic,2019,0,0,0,1,0
SAMN31135186,Czech Republic,2019,0,0,0,1,0
SAMN31565913,China,2019,0,0,0,0,1
SAMN31565915,China,2019,0,0,0,0,1
SAMN31565916,China,2019,0,0,0,0,1
SAMN31565917,China,2019,0,0,0,0,1
SAMN31565918,China,2019,0,0,0,0,1
SAMN31565919,China,2019,0,0,0,0,1
SAMN31565922,China,2019,0,0,0,0,0
SAMN31565923,China,2019,0,0,0,0,1
SAMN31565924,China,2019,0,0,0,0,1
SAMN31565925,China,2019,0,0,0,0,1
SAMN31565926,China,2019,0,0,0,0,1
SAMN31565927,China,2019,0,0,0,0,1
SAMN31565928,China,2019,0,0,0,0,1
SAMN31565929,China,2019,0,0,0,0,1
SAMN31565930,China,2019,0,0,0,0,1
SAMN31565932,China,2019,0,0,0,0,1
SAMN31565937,China,2019,0,0,0,0,1
SAMN31565938,China,2019,0,0,0,0,0
SAMN31565939,China,2019,0,0,0,0,1
SAMN31565940,China,2019,0,0,0,0,1
SAMN31565941,China,2019,0,0,0,0,1
SAMN31565942,China,2019,0,0,0,0,1
SAMN31565943,China,2019,0,0,0,0,1
SAMN31565944,China,2019,0,0,0,0,1
SAMN31565945,China,2019,0,0,0,0,1
SAMN31565946,China,2019,0,0,0,0,1
SAMN31565947,China,2019,0,0,0,0,1
SAMN31565948,China,2019,0,0,0,0,1
SAMN31565949,China,2019,0,0,0,0,1
SAMN31565950,China,2019,0,0,0,0,1
SAMN31565951,China,2019,0,0,0,0,1
SAMN31565952,China,2019,0,0,0,0,1
SAMN31565953,China,2019,0,0,0,0,1
SAMN31565954,China,2019,0,0,0,0,1
SAMN31565955,China,2019,0,0,0,0,1
SAMN31565956,China,2019,0,0,0,0,1
SAMN31565957,China,2019,0,0,0,0,0
SAMN31565958,China,2019,0,0,0,0,1
SAMN31565960,China,2019,0,0,0,0,1
SAMN31565961,China,2019,0,0,0,0,1
SAMN31565963,China,2019,0,0,0,0,1
SAMN31565964,China,2019,0,0,0,0,1
SAMN31565965,China,2019,0,0,0,0,1
SAMN31565966,China,2019,0,0,0,0,1
SAMN31565967,China,2019,0,0,0,0,1
SAMN31565968,China,2019,0,0,0,0,1
SAMN31565969,China,2019,0,0,0,0,1
SAMN31565970,China,2019,0,0,0,0,1
SAMN31565971,China,2019,0,0,0,0,1
SAMN31565972,China,2019,0,0,0,0,1
SAMN31565973,China,2019,0,0,0,0,1
SAMN31565974,China,2019,0,0,0,0,1
SAMN31565976,China,2019,0,0,0,0,1
SAMN31565977,China,2019,0,0,0,0,1
SAMN31565978,China,2019,0,0,0,0,1
SAMN31565979,China,2019,0,0,0,0,1
SAMN31565980,China,2019,0,0,0,0,1
SAMN31565981,China,2019,0,0,0,0,1
SAMN31565982,China,2019,0,0,0,0,1
SAMN31565983,China,2019,0,0,0,0,1
SAMN31565985,China,2019,0,0,0,0,1
SAMN31565986,China,2019,0,0,0,0,1
SAMN31565987,China,2019,0,0,0,0,1
SAMN31565988,China,2019,0,0,0,0,1
SAMN31565989,China,2019,0,0,0,0,1
SAMN31565990,China,2019,0,0,0,0,0
SAMN31565991,China,2019,0,0,0,0,1
SAMN31565992,China,2019,0,0,0,0,1
SAMN31565994,China,2019,0,0,0,0,1
SAMN31565995,China,2019,0,0,0,0,1
SAMN31565996,China,2019,0,0,0,0,0
SAMN31565997,China,2019,0,0,0,0,1
SAMN31565998,China,2019,0,0,0,0,1
SAMN31565999,China,2019,0,0,0,0,1
SAMN31566000,China,2019,0,0,0,0,1
SAMN31566001,China,2019,0,0,0,0,1
SAMN31566002,China,2019,0,0,0,0,1
SAMN31566003,China,2019,0,0,0,0,1
SAMN31566004,China,2019,0,0,0,0,1
SAMN31566005,China,2019,0,0,0,0,1
SAMN31566006,China,2019,0,0,0,0,1
SAMN31566007,China,2019,0,0,0,0,1
SAMN31566008,China,2019,0,0,0,0,1
SAMN31566009,China,2019,0,0,0,0,0
SAMN31566010,China,2019,0,0,0,0,1
SAMN31566011,China,2019,0,0,0,0,1
SAMN31566012,China,2019,0,0,0,0,1
SAMN31669118,Lebanon,2019,0,0,0,1,0
SAMN31742645,USA,2019,0,0,0,0,1
SAMN32261912,France,2019,0,0,0,0,1
SAMN32261913,France,2019,0,0,0,0,1
SAMN32261914,France,2019,0,0,0,0,1
SAMN34359462,NA,2019,1,0,1,0,0
SAMN35847934,Czech Republic,2019,0,0,0,0,0
SAMN35847948,Czech Republic,2019,0,0,0,0,0
SAMN35847949,Czech Republic,2019,0,0,0,0,0
SAMN35847950,Czech Republic,2019,0,0,0,0,0
SAMN35847952,Czech Republic,2019,0,0,0,0,0
SAMN38800458,Taiwan,2019,0,0,0,0,0
SAMN39634866,China,2019,0,0,0,0,0
SAMN40134631,United Kingdom,2019,0,0,0,0,1
SAMN40219811,United Kingdom,2019,0,0,0,0,1
SAMN40219830,United Kingdom,2019,0,0,0,0,1
SAMN44567931,China,2019,0,0,0,0,0
SAMN45893006,Netherlands,2019,0,0,0,0,1
SAMEA114249608,Belgium,2020,0,0,0,1,0
SAMEA114249609,Belgium,2020,0,0,0,1,0
SAMEA114249610,Belgium,2020,0,0,0,1,0
SAMEA115874884,Tanzania,2020,0,0,0,0,1
SAMEA115874886,Tanzania,2020,0,0,0,0,1
SAMN16124426,Portugal,2020,0,0,0,0,1
SAMN16124428,Portugal,2020,0,0,0,0,1
SAMN17155240,China,2020,0,0,0,1,0
SAMN17155241,China,2020,0,0,0,1,0
SAMN17155242,China,2020,0,0,0,1,0
SAMN17155243,China,2020,0,0,0,1,0
SAMN17155244,China,2020,0,0,0,1,0
SAMN17155245,China,2020,0,0,0,1,0
SAMN17155246,China,2020,0,0,0,1,0
SAMN17155247,China,2020,0,0,0,1,0
SAMN17155249,China,2020,0,0,0,1,0
SAMN17155250,China,2020,0,0,0,1,0
SAMN17155251,China,2020,0,0,0,1,0
SAMN17155252,China,2020,0,0,0,1,0
SAMN17155253,China,2020,0,0,0,1,0
SAMN17155254,China,2020,0,0,0,1,0
SAMN17155255,China,2020,0,0,0,1,0
SAMN17155256,China,2020,0,0,0,1,0
SAMN17155257,China,2020,0,0,0,1,0
SAMN17155258,China,2020,0,0,0,1,0
SAMN17155261,China,2020,0,0,0,1,0
SAMN17155262,China,2020,0,0,0,1,0
SAMN17155263,China,2020,0,0,0,1,0
SAMN17155264,China,2020,0,0,0,1,0
SAMN17155265,China,2020,0,0,0,1,0
SAMN17155266,China,2020,0,0,0,1,0
SAMN17155267,China,2020,0,0,0,1,0
SAMN17155268,China,2020,0,0,0,1,0
SAMN17155269,China,2020,0,0,0,1,0
SAMN17155270,China,2020,0,0,0,1,0
SAMN17155271,China,2020,0,0,0,1,0
SAMN17155274,China,2020,0,0,0,1,0
SAMN17155275,China,2020,0,0,0,1,0
SAMN17155276,China,2020,0,0,0,1,0
SAMN17155277,China,2020,0,0,0,1,0
SAMN17155279,China,2020,0,0,0,1,0
SAMN17155280,China,2020,0,0,0,1,0
SAMN17155282,China,2020,0,0,0,1,0
SAMN17155283,China,2020,0,0,0,1,0
SAMN17155286,China,2020,0,0,0,1,0
SAMN17155287,China,2020,0,0,0,1,0
SAMN17155289,China,2020,0,0,0,1,0
SAMN17155290,China,2020,0,0,0,1,0
SAMN17155291,China,2020,0,0,0,1,0
SAMN17155292,China,2020,0,0,0,1,0
SAMN17155293,China,2020,0,0,0,1,0
SAMN17155294,China,2020,0,0,0,1,0
SAMN17155295,China,2020,0,0,0,1,0
SAMN17155296,China,2020,0,0,0,1,0
SAMN17155297,China,2020,0,0,0,1,0
SAMN17155298,China,2020,0,0,0,1,0
SAMN17155299,China,2020,0,0,0,1,0
SAMN17155300,China,2020,0,0,0,1,0
SAMN17155302,China,2020,0,0,0,1,0
SAMN17155303,China,2020,0,0,0,1,0
SAMN17155305,China,2020,0,0,0,1,0
SAMN17155307,China,2020,0,0,0,1,0
SAMN17155308,China,2020,0,0,0,1,0
SAMN17155310,China,2020,0,0,0,1,0
SAMN17155313,China,2020,0,0,0,1,0
SAMN17155314,China,2020,0,0,0,1,0
SAMN17155316,China,2020,0,0,0,1,0
SAMN17155318,China,2020,0,0,0,1,0
SAMN17155319,China,2020,0,0,0,1,0
SAMN17155320,China,2020,0,0,0,1,0
SAMN17155322,China,2020,0,0,0,1,0
SAMN17155323,China,2020,0,0,0,1,0
SAMN17155324,China,2020,0,0,0,1,0
SAMN17155327,China,2020,0,0,0,1,0
SAMN17155328,China,2020,0,0,0,1,0
SAMN17155329,China,2020,0,0,0,1,0
SAMN17155330,China,2020,0,0,0,1,0
SAMN17155331,China,2020,0,0,0,1,0
SAMN17155332,China,2020,0,0,0,1,0
SAMN17155333,China,2020,0,0,0,1,0
SAMN17155334,China,2020,0,0,0,1,0
SAMN17155335,China,2020,0,0,0,1,0
SAMN17155336,China,2020,0,0,0,1,0
SAMN17155337,China,2020,0,0,0,1,0
SAMN17155339,China,2020,0,0,0,1,0
SAMN17155340,China,2020,0,0,0,1,0
SAMN17155341,China,2020,0,0,0,1,0
SAMN17155342,China,2020,0,0,0,1,0
SAMN17155343,China,2020,0,0,0,1,0
SAMN17155345,China,2020,0,0,0,1,0
SAMN17155347,China,2020,0,0,0,1,0
SAMN17155348,China,2020,0,0,0,1,0
SAMN17155349,China,2020,0,0,0,1,0
SAMN17155350,China,2020,0,0,0,1,0
SAMN17155352,China,2020,0,0,0,1,0
SAMN17155353,China,2020,0,0,0,1,0
SAMN17155355,China,2020,0,0,0,1,0
SAMN17155356,China,2020,0,0,0,1,0
SAMN17155357,China,2020,0,0,0,1,0
SAMN18353823,India,2020,0,0,0,0,1
SAMN18644857,Norway,2020,0,0,0,0,1
SAMN18644858,Norway,2020,0,0,0,0,1
SAMN18644859,Norway,2020,0,0,0,0,1
SAMN19462166,Germany,2020,0,0,0,0,0
SAMN20587850,China,2020,0,0,0,0,0
SAMN22929935,China,2020,0,0,0,0,1
SAMN24491965,South Korea,2020,0,0,0,0,1
SAMN24805850,Ireland,2020,0,0,0,0,0
SAMN24806220,Ireland,2020,0,0,0,0,0
SAMN24806561,Ireland,2020,0,0,0,0,0
SAMN26754719,China,2020,0,0,0,0,1
SAMN26754766,China,2020,0,0,0,0,1
SAMN26756624,China,2020,0,0,0,0,1
SAMN28539968,Malaysia,2020,0,0,0,0,1
SAMN29204656,Italy,2020,0,0,0,0,1
SAMN29204658,Italy,2020,0,0,0,0,1
SAMN29204659,Italy,2020,0,0,0,0,1
SAMN30011706,South Korea,2020,0,0,0,0,1
SAMN30011847,South Korea,2020,0,0,0,0,1
SAMN30932864,China,2020,0,0,0,0,1
SAMN33481816,Poland,2020,0,0,0,0,1
SAMN33575955,Poland,2020,0,0,0,0,1
SAMN33575956,Poland,2020,0,0,0,0,1
SAMN33575957,Poland,2020,0,0,0,0,1
SAMN33575958,Poland,2020,0,0,0,0,1
SAMN33575959,Poland,2020,0,0,0,0,1
SAMN33575960,Poland,2020,0,0,0,0,1
SAMN33575961,Poland,2020,0,0,0,0,1
SAMN33575962,Poland,2020,0,0,0,0,1
SAMN33575963,Poland,2020,0,0,0,0,1
SAMN33575964,Poland,2020,0,0,0,0,1
SAMN33575966,Poland,2020,0,0,0,0,1
SAMN33575967,Poland,2020,0,0,0,0,1
SAMN33575968,Poland,2020,0,0,0,0,1
SAMN33575969,Poland,2020,0,0,0,0,1
SAMN33575970,Poland,2020,0,0,0,0,1
SAMN33575971,Poland,2020,0,0,0,0,1
SAMN33575972,Poland,2020,0,0,0,0,1
SAMN33575973,Poland,2020,0,0,0,0,1
SAMN33575974,Poland,2020,0,0,0,0,1
SAMN33575975,Poland,2020,0,0,0,0,1
SAMN33575976,Poland,2020,0,0,0,0,1
SAMN33575977,Poland,2020,0,0,0,0,1
SAMN33575978,Poland,2020,0,0,0,0,1
SAMN33877473,Taiwan,2020,0,0,0,1,0
SAMN34359440,NA,2020,0,0,0,0,0
SAMN34359441,NA,2020,0,0,0,0,0
SAMN34359446,NA,2020,0,0,0,0,0
SAMN37199126,Norway,2020,0,0,0,0,1
SAMN37397448,USA,2020,0,0,0,0,0
SAMN38259820,China,2020,0,0,0,0,0
SAMN38726275,Bulgaria,2020,0,0,0,0,0
SAMN40044670,Cambodia,2020,0,0,0,0,1
SAMN40044671,Cambodia,2020,0,0,0,0,1
